77.2
-1.1483572	61.69
-1.1483572	41.85
-1.1483572	33.33
-1.1483572	32.78
-1.1483572	26.69
-1.1483572	25.75
-1.1483572	64.23
-1.1483572	57.1
-1.1483572	38.14
-1.1483572	25.39
-1.1483572	15.21
-1.1483572	11.38
-1.1483572	66.77
-1.1483572	50.74
-1.1483572	43.31
-1.1483572	24.73
-1.1483572	62.03
-1.1483572	49.23
-1.1483572	43.61
-1.1483572	31.84
-1.1483572	27.84
-1.1483572	14.73
-1.1483572	66.42
-1.1483572	52.92
-1.1483572	33.79
-1.1483572	28.38
-1.1483572	22.84
-1.1483572	14.01
-1.1483572	61.28
-1.1483572	50.21
-1.1483572	44.1
-1.1483572	28.93
-1.1483572	154.54
-1.1483572	152.03
-1.1483572	146.07
-1.1483572	145.53
-1.1483572	130.31
-1.1483572	141.73
-1.1483572	115.2
-1.1483572	111.03
-1.1483572	130.42
-1.1483572	147.99
-1.1483572	117.99
-1.1483572	89.79
-1.1483572	162.13
-1.1483572	158.97
-1.1483572	147.1
-1.1483572	164.42
-1.1483572	162.96
-1.1483572	74.79
-1.1483572	156.36
-1.1483572	153.41
-1.1483572	151.71
-1.1483572	140.3
-1.1483572	119.07
-1.1483572	157.99
-1.1483572	155.81
-1.1483572	154.78
-1.1483572	132.53
-1.1483572	99.59
-1.1483572	154.89
-1.1483572	150.85
-1.1483572	150.02
-1.1483572	118.54
-1.1483572	38.15
-1.1483572	147.53
-1.1483572	144.1
-1.1483572	155.37
-1.1483572	135.65
-1.1483572	154.76
-1.1483572	141.99
-1.1483572	134.13
-1.1483572	132.69
-1.1483572	161.46
-1.1483572	147.57
-1.1483572	137.41
-1.1483572	114.05
-1.1483572	106.97
-1.1483572	154.02
-1.1483572	141.73
-1.1483572	92.07
-1.1483572	11.4
-1.1483572	154.39
-1.1483572	131.24
-1.1483572	92.75
-1.1483572	38.37
-1.1483572	171.64
-1.1483572	166.82
-1.1483572	11.34
-1.1483572	134.96
-1.1483572	134.64
-1.1483572	117.99
-1.1483572	41.73
-1.1483572	30.4
-1.1483572	131.5
-1.1483572	129.99
-1.1483572	126.82
-1.1483572	122.51
-1.1483572	138.49
-1.1483572	128.18
-1.1483572	122.66
-1.1483572	41.77
-1.1483572	32.03
-1.1483572	26.87
-1.1483572	21.94
-1.1483572	139.93
-1.1483572	120.88
-1.1483572	29.56
-1.1483572	25.76
-1.1483572	17.51
-1.1483572	53.51
-1.1483572	37.91
-1.1483572	23.28
-1.1483572	144.01
-1.1483572	132.42
-1.1483572	128.24
-1.1483572	119.23
-1.1483572	115.7
-1.1483572	109.17
-1.1483572	134.04
-1.1483572	118.49
-1.1483572	45.27
-1.1483572	138.56
-1.1483572	112.63
-1.1483572	26.05
-1.1483572	45.1
-1.1483572	32.54
-1.1483572	29.21
-1.1483572	22.14
-1.1483572	13.96
-1.1483572	151.5
-1.1483572	149.77
-1.1483572	138.79
-1.1483572	124.45
-1.1483572	122.34
-1.1483572	60.17
-1.1483572	36.8
-1.1483572	25.27
-1.1483572	24.93
-1.1483572	117.49
-1.1483572	130.4
-1.1483572	47.12
-1.1483572	132.02
-1.1483572	77.1
-1.1483572	80.8
-1.1483572	70.8
-1.1483572	56.6
-1.1483572	29.5
-1.1483572	25.4
-1.1483572	69.5
-1.1483572	61.7
-1.1483572	79.4
-1.1483572	75.9
-1.1483572	71.3
-1.1483572	56.7
-1.1483572	26.9
-1.1483572	31.7
-1.1483572	69.9
-1.1483572	62.6
-1.1483572	40.53
-1.1483572	119.36
-1.1483572	165.18
-1.1483572	147.66
-1.1483572	42.4
-1.1483572	87.06
-1.1483572	42.5
-1.1483572	23.44
-1.1483572	205.83
31.693684	113.64
-1.1483572	142.46
-1.1483572	139.82
-1.1483572	116.75
-1.1483572	17.85
-1.1483572	109.62
-1.1483572	144.44
-1.1483572	65.4
-1.1483572	13.73
-1.1483572	14.71
-1.1483572	22.99
-1.1483572	31.98
-1.1483572	71.57
-1.1483572	66.1
-1.1483572	39.23
-1.1483572	32.48
-1.1483572	22.11
-1.1483572	58.81
-1.1483572	54.82
-1.1483572	47.02
-1.1483572	11.88
-1.1483572	134.33
-1.1483572	129.72
-1.1483572	128.63
-1.1483572	126.43
-1.1483572	150.95
-1.1483572	147.79
-1.1483572	138.52
-1.1483572	124.74
-1.1483572	120.89
-1.1483572	18.7
-1.1483572	39.9
-1.1483572	
